date,home_team,away_team,team,minute
2024-10-15,Palestine,Kuwait,Palestine,41.0
2024-10-15,Switzerland,Denmark,Switzerland,45.0
2024-10-15,Uzbekistan,United Arab Emirates,Uzbekistan,76.0
2024-11-14,Armenia,Faroe Islands,Faroe Islands,33.0
2024-11-14,Ecuador,Bolivia,Ecuador,26.0
2024-11-14,Kuwait,Korea Republic,Korea Republic,19.0
2024-11-14,Papua New Guinea,Fiji,Fiji,54.0
2024-11-14,Slovenia,Norway,Slovenia,21.0
2024-11-14,Solomon Islands,New Caledonia,New Caledonia,6.0
2024-11-14,Solomon Islands,New Caledonia,New Caledonia,59.0
2024-11-15,Northern Ireland,Belarus,Northern Ireland,63.0
2024-11-15,Portugal,Poland,Portugal,72.0
2024-11-15,San Marino,Gibraltar,Gibraltar,11.0
2024-11-15,San Marino,Gibraltar,San Marino,90.0
2024-11-16,Netherlands,Hungary,Netherlands,21.0
2024-11-16,Netherlands,Hungary,Netherlands,45.0
2024-11-17,England,Republic of Ireland,England,53.0
2024-11-17,Fiji,New Caledonia,Fiji,45.0
2024-11-18,Liechtenstein,San Marino,San Marino,66.0
2024-11-18,New Zealand,Samoa,New Zealand,90.0
2024-11-18,Spain,Switzerland,Switzerland,85.0
2024-11-18,Spain,Switzerland,Spain,90.0
2024-11-18,Tahiti,Vanuatu,Tahiti,67.0
2024-11-19,Albania,Ukraine,Albania,75.0
2024-11-19,Bolivia,Paraguay,Bolivia,80.0
2024-11-19,Hungary,Germany,Hungary,90.0
2024-11-19,Kyrgyzstan,Iran,Kyrgyzstan,64.0
2024-11-19,United Arab Emirates,Qatar,United Arab Emirates,45.0
2024-11-19,United Arab Emirates,Qatar,United Arab Emirates,56.0
2025-03-20,Australia,Indonesia,Australia,18.0
2025-03-20,Brazil,Colombia,Brazil,6.0
2025-03-20,Gambia,Kenya,Kenya,69.0
2025-03-20,Greece,Scotland,Scotland,33.0
2025-03-20,Peru,Bolivia,Bolivia,58.0
2025-03-21,Burkina Faso,Djibouti,Djibouti,88.0
2025-03-21,Ghana,Chad,Ghana,36.0
2025-03-22,Wales,Kazakhstan,Kazakhstan,32.0
2025-03-23,Germany,Italy,Germany,30.0
2025-03-23,Germany,Italy,Italy,90.0
2025-03-23,Hungary,Turkey,Turkey,37.0
2025-03-23,Kenya,Gabon,Gabon,52.0
2025-03-23,Spain,Netherlands,Spain,8.0
2025-03-23,Spain,Netherlands,Netherlands,54.0
2025-03-23,Spain,Netherlands,Netherlands,109.0
2025-03-24,Ethiopia,Djibouti,Ethiopia,58.0
2025-03-24,Ethiopia,Djibouti,Ethiopia,70.0
2025-03-24,Lithuania,Finland,Finland,17.0
2025-03-24,San Marino,Romania,Romania,55.0
2025-03-24,San Marino,Romania,Romania,75.0
2025-03-24,Tunisia,Malawi,Tunisia,90.0
2025-03-25,Cameroon,Libya,Cameroon,27.0
2025-03-25,Morocco,Tanzania,Morocco,58.0
2025-03-25,Venezuela,Peru,Venezuela,41.0
2025-06-04,Barbados,Aruba,Barbados,7.0
2025-06-04,Bermuda,Cayman Islands,Bermuda,12.0
2025-06-04,Saint Vincent and the Grenadines,Anguilla,Saint Vincent and the Grenadines,25.0
2025-06-05,Indonesia,China,Indonesia,45.0
2025-06-05,Kuwait,Palestine,Palestine,88.0
2025-06-05,Oman,Jordan,Jordan,45.0
2025-06-05,Paraguay,Uruguay,Paraguay,81.0
2025-06-05,Spain,France,Spain,54.0
2025-06-05,Spain,France,France,59.0
2025-06-06,Estonia,Israel,Israel,89.0
2025-06-06,Trinidad and Tobago,Saint Kitts and Nevis,Trinidad and Tobago,48.0
2025-06-09,Belgium,Wales,Belgium,15.0
2025-06-09,Belgium,Wales,Wales,45.0
2025-06-09,Croatia,Czech Republic,Croatia,62.0
2025-06-09,Croatia,Czech Republic,Croatia,72.0
2025-06-10,China,Bahrain,China,90.0
2025-06-10,Finland,Poland,Finland,31.0
2025-06-10,Netherlands,Malta,Netherlands,9.0
2025-06-10,Palestine,Oman,Oman,90.0
2025-06-10,Saint Lucia,Barbados,Saint Lucia,42.0
2025-06-10,Saint Lucia,Barbados,Saint Lucia,90.0
2025-06-10,Serbia,Andorra,Serbia,53.0
2025-06-15,Costa Rica,Suriname,Costa Rica,19.0
2025-06-15,Costa Rica,Suriname,Suriname,64.0
2025-06-15,Costa Rica,Suriname,Costa Rica,90.0
2025-06-15,Haiti,Saudi Arabia,Saudi Arabia,21.0
2025-06-16,Panama,Guadeloupe,Panama,22.0
2025-06-16,Panama,Guadeloupe,Guadeloupe,71.0
2025-06-18,Costa Rica,Dominican Republic,Costa Rica,44.0
2025-06-24,Guadeloupe,Guatemala,Guatemala,13.0
2025-06-24,Guadeloupe,Guatemala,Guadeloupe,50.0
2025-06-24,Panama,Jamaica,Panama,45.0
2025-06-28,Panama,Honduras,Panama,45.0
2025-06-29,Canada,Guatemala,Canada,30.0
2025-06-29,United States,Costa Rica,Costa Rica,12.0
2025-09-04,Liechtenstein,Belgium,Belgium,70.0
2025-09-04,Lithuania,Malta,Lithuania,90.0
2025-09-04,Mali,Comoros,Mali,70.0
2025-09-04,São Tomé and Príncipe,Equatorial Guinea,São Tomé and Príncipe,8.0
2025-09-04,São Tomé and Príncipe,Equatorial Guinea,São Tomé and Príncipe,42.0
2025-09-05,Djibouti,Burkina Faso,Burkina Faso,86.0
2025-09-05,Egypt,Ethiopia,Egypt,41.0
2025-09-05,Egypt,Ethiopia,Egypt,45.0
2025-09-05,Greece,Belarus,Belarus,72.0
2025-09-05,Nicaragua,Costa Rica,Nicaragua,80.0
2025-09-06,Austria,Cyprus,Austria,54.0
2025-09-08,Uganda,Somalia,Uganda,6.0
2025-09-09,Albania,Latvia,Albania,25.0
2025-09-09,Armenia,Republic of Ireland,Armenia,45.0
2025-09-09,Azerbaijan,Ukraine,Azerbaijan,72.0
2025-09-09,Bolivia,Brazil,Bolivia,45.0
2025-09-09,Ecuador,Argentina,Ecuador,45.0
2025-09-09,France,Iceland,France,45.0
2025-09-09,Gambia,Burundi,Gambia,34.0
2025-09-09,Hungary,Portugal,Portugal,58.0
2025-09-09,Kenya,Seychelles,Kenya,45.0
2025-09-09,Norway,Moldova,Norway,78.0
2025-09-09,Serbia,England,England,90.0
2025-10-08,Saudi Arabia,Indonesia,Indonesia,11.0
2025-10-08,Saudi Arabia,Indonesia,Saudi Arabia,36.0
2025-10-08,Saudi Arabia,Indonesia,Indonesia,88.0
2025-10-09,Cyprus,Bosnia and Herzegovina,Cyprus,90.0
2025-10-09,Faroe Islands,Montenegro,Faroe Islands,72.0
2025-10-09,Liberia,Namibia,Liberia,3.0
2025-10-09,Malta,Netherlands,Netherlands,12.0
2025-10-09,Malta,Netherlands,Netherlands,49.0
2025-10-10,Germany,Luxembourg,Germany,21.0
2025-10-10,Lesotho,Nigeria,Nigeria,55.0
2025-10-10,Seychelles,Ivory Coast,Ivory Coast,7.0
2025-10-10,South Sudan,Senegal,Senegal,60.0
2025-10-10,Sweden,Switzerland,Switzerland,65.0
2025-10-10,Tunisia,São Tomé and Príncipe,Tunisia,68.0
2025-10-11,Latvia,Andorra,Latvia,55.0
2025-10-12,Netherlands,Finland,Netherlands,38.0
2025-10-12,San Marino,Cyprus,Cyprus,67.0
2025-10-13,São Tomé and Príncipe,Malawi,São Tomé and Príncipe,62.0
2025-10-13,Tunisia,Namibia,Tunisia,28.0
2025-10-13,Wales,Belgium,Belgium,18.0
2025-10-13,Wales,Belgium,Belgium,76.0
2025-10-14,Algeria,Uganda,Algeria,81.0
2025-10-14,Algeria,Uganda,Algeria,90.0
2025-10-14,Andorra,Serbia,Serbia,77.0
2025-10-14,Italy,Israel,Italy,45.0
2025-10-14,Latvia,England,England,45.0
2025-10-14,Spain,Bulgaria,Spain,90.0
2025-11-13,Bermuda,Curaçao,Curaçao,6.0
2025-11-13,Bermuda,Curaçao,Curaçao,48.0
2025-11-13,France,Ukraine,France,55.0
2025-11-13,Suriname,El Salvador,Suriname,44.0
2025-11-14,Gibraltar,Montenegro,Montenegro,42.0
2025-11-15,Cyprus,Austria,Austria,18.0
2025-11-15,Georgia,Spain,Spain,11.0
2025-11-15,Switzerland,Sweden,Switzerland,60.0
2025-11-15,Turkey,Bulgaria,Turkey,18.0
2025-11-16,Hungary,Republic of Ireland,Republic of Ireland,15.0
2025-11-16,Moldova,Israel,Israel,21.0
2025-11-16,Portugal,Armenia,Portugal,45.0
2025-11-16,Portugal,Armenia,Portugal,72.0
2025-11-17,Malta,Poland,Malta,68.0
2025-11-17,Montenegro,Croatia,Croatia,37.0
2025-11-17,Netherlands,Lithuania,Netherlands,58.0
2025-11-17,Northern Ireland,Luxembourg,Northern Ireland,44.0
2025-11-18,Iraq,United Arab Emirates,Iraq,90.0
2025-11-18,Panama,El Salvador,Panama,45.0
2025-11-18,Romania,San Marino,Romania,86.0
2025-11-18,Scotland,Denmark,Denmark,57.0
2025-11-18,Wales,North Macedonia,Wales,18.0
2025-11-18,Wales,North Macedonia,Wales,81.0
2025-12-26,Egypt,South Africa,Egypt,45.0
2025-12-26,Morocco,Mali,Morocco,45.0
2025-12-26,Morocco,Mali,Mali,64.0
2025-12-27,Nigeria,Tunisia,Tunisia,87.0
2025-12-27,Uganda,Tanzania,Tanzania,59.0
2025-12-28,Algeria,Burkina Faso,Algeria,23.0
2025-12-28,Gabon,Mozambique,Mozambique,42.0
2025-12-29,Zimbabwe,South Africa,South Africa,82.0
2025-12-30,Benin,Senegal,Senegal,90.0
2025-12-30,Botswana,DR Congo,DR Congo,41.0
2025-12-30,Tanzania,Tunisia,Tunisia,43.0
2026-01-03,Mali,Tunisia,Mali,90.0
2026-03-26,Bolivia,Suriname,Bolivia,79.0
2026-03-26,Czech Republic,Republic of Ireland,Republic of Ireland,19.0
2026-03-26,Czech Republic,Republic of Ireland,Czech Republic,27.0
2026-03-26,Ukraine,Sweden,Sweden,73.0
2026-06-13,Qatar,Switzerland,Switzerland,17.0
2026-06-14,Germany,Curaçao,Germany,45.0
2026-06-16,Austria,Jordan,Austria,90.0
2026-06-17,England,Croatia,England,12.0
2026-06-18,Czech Republic,South Africa,South Africa,83.0
2026-06-18,Switzerland,Bosnia and Herzegovina,Switzerland,90.0
2026-06-27,DR Congo,Uzbekistan,DR Congo,68.0
2026-06-27,Jordan,Argentina,Argentina,31.0
