date,home_team,away_team,team,minute
1999-04-28,Austria,San Marino,Austria,82.0
1999-06-05,Latvia,Slovenia,Slovenia,43.0
1999-06-05,Spain,San Marino,Spain,8.0
1999-06-09,Albania,Slovenia,Slovenia,26.0
1999-06-09,Andorra,France,France,86.0
1999-06-09,Greece,Latvia,Greece,37.0
1999-06-09,Greece,Latvia,Latvia,90.0
1999-06-09,Portugal,Liechtenstein,Portugal,90.0
1999-06-09,Wales,Denmark,Denmark,89.0
1999-07-04,Argentina,Colombia,Colombia,10.0
1999-07-05,Bolivia,Japan,Japan,75.0
1999-07-06,Brazil,Chile,Brazil,36.0
1999-07-10,Mexico,Peru,Mexico,33.0
1999-07-25,Mexico,Saudi Arabia,Saudi Arabia,62.0
1999-07-29,Egypt,Saudi Arabia,Egypt,70.0
1999-08-04,Mexico,Brazil,Brazil,43.0
1999-09-04,England,Luxembourg,England,12.0
1999-09-04,Russia,Armenia,Russia,8.0
1999-09-04,Slovakia,Romania,Slovakia,22.0
1999-09-05,Cyprus,Israel,Cyprus,86.0
1999-09-05,Serbia,North Macedonia,North Macedonia,64.0
1999-09-08,Andorra,Russia,Andorra,39.0
1999-09-08,Armenia,France,France,45.0
1999-09-08,Armenia,France,Armenia,90.0
1999-09-08,Czech Republic,Bosnia and Herzegovina,Czech Republic,59.0
1999-09-08,Iceland,Ukraine,Ukraine,43.0
1999-09-08,Italy,Denmark,Denmark,39.0
1999-09-08,Malta,Republic of Ireland,Malta,68.0
1999-09-08,Switzerland,Belarus,Switzerland,86.0
1999-10-05,Scotland,Bosnia and Herzegovina,Scotland,26.0
1999-10-09,Portugal,Hungary,Portugal,15.0
1999-11-13,Republic of Ireland,Turkey,Turkey,83.0
1999-11-17,Ukraine,Slovenia,Ukraine,68.0
2000-01-24,Ivory Coast,Togo,Ivory Coast,38.0
2000-02-01,Egypt,Burkina Faso,Egypt,75.0
2000-02-01,Zambia,Senegal,Zambia,87.0
2000-02-07,Egypt,Tunisia,Tunisia,22.0
2000-02-12,United States,Haiti,United States,55.0
2000-02-13,Costa Rica,Canada,Canada,19.0
2000-02-14,Jamaica,Honduras,Honduras,51.0
2000-02-19,Honduras,Peru,Peru,14.0
2000-02-19,Honduras,Peru,Honduras,67.0
2000-02-27,Canada,Colombia,Canada,68.0
2000-03-05,Anguilla,Bahamas,Anguilla,69.0
2000-03-05,British Virgin Islands,Bermuda,Bermuda,65.0
2000-03-18,Saint Kitts and Nevis,Turks and Caicos Islands,Saint Kitts and Nevis,53.0
2000-03-19,Bahamas,Anguilla,Anguilla,40.0
2000-03-19,Bermuda,British Virgin Islands,Bermuda,57.0
2000-03-21,Saint Kitts and Nevis,Turks and Caicos Islands,Saint Kitts and Nevis,30.0
2000-03-29,Argentina,Chile,Argentina,71.0
2000-03-29,Peru,Paraguay,Peru,55.0
2000-04-02,Panama,Honduras,Panama,70.0
2000-04-02,Trinidad and Tobago,Dominican Republic,Trinidad and Tobago,67.0
2000-04-02,Trinidad and Tobago,Dominican Republic,Trinidad and Tobago,90.0
2000-06-03,Uruguay,Chile,Chile,39.0
2000-06-04,Colombia,Venezuela,Colombia,42.0
2000-06-11,Netherlands,Czech Republic,Netherlands,89.0
2000-06-11,Turkey,Italy,Italy,70.0
2000-06-16,Czech Republic,France,Czech Republic,35.0
2000-06-19,Australia,Cook Islands,Australia,45.0
2000-06-20,England,Romania,England,41.0
2000-06-20,England,Romania,Romania,89.0
2000-06-21,Serbia,Spain,Spain,90.0
2000-06-22,Tahiti,Vanuatu,Tahiti,2.0
2000-06-23,Solomon Islands,Australia,Australia,39.0
2000-06-25,Australia,Vanuatu,Australia,5.0
2000-06-25,Spain,France,Spain,38.0
2000-06-28,Brazil,Uruguay,Brazil,85.0
2000-06-28,Vanuatu,Solomon Islands,Solomon Islands,69.0
2000-06-28,Venezuela,Bolivia,Venezuela,68.0
2000-06-29,Chile,Paraguay,Chile,80.0
2000-07-23,Costa Rica,United States,Costa Rica,90.0
2000-08-16,Estonia,Andorra,Estonia,66.0
2000-09-02,Andorra,Cyprus,Cyprus,25.0
2000-09-02,Bulgaria,Czech Republic,Czech Republic,73.0
2000-09-03,Brazil,Bolivia,Brazil,11.0
2000-09-03,Mexico,Panama,Mexico,8.0
2000-09-03,Mexico,Panama,Mexico,90.0
2000-10-07,Andorra,Estonia,Andorra,90.0
2000-10-07,Sweden,Turkey,Turkey,90.0
2000-10-07,Switzerland,Faroe Islands,Switzerland,42.0
2000-10-07,Switzerland,Faroe Islands,Switzerland,44.0
2000-10-07,Switzerland,Faroe Islands,Switzerland,53.0
2000-10-08,Mexico,Trinidad and Tobago,Mexico,28.0
2000-10-08,Mexico,Trinidad and Tobago,Mexico,75.0
2000-10-08,Venezuela,Brazil,Brazil,38.0
2000-10-11,Italy,Georgia,Italy,47.0
2000-10-11,Italy,Georgia,Italy,87.0
2000-10-13,Korea Republic,China,China,66.0
2000-10-16,China,Indonesia,China,7.0
2000-11-15,Cyprus,Andorra,Cyprus,90.0
2000-11-15,El Salvador,Jamaica,El Salvador,24.0
2000-11-15,Paraguay,Peru,Paraguay,83.0
2000-11-15,Trinidad and Tobago,Panama,Trinidad and Tobago,15.0
2000-11-24,Iran,Guam,Iran,34.0
2000-11-26,Tajikistan,Guam,Tajikistan,89.0
2001-01-06,Costa Rica,Guatemala,Guatemala,89.0
2001-02-10,Mongolia,Vietnam,Vietnam,45.0
2001-02-15,Bangladesh,Vietnam,Vietnam,87.0
2001-03-04,Qatar,Malaysia,Qatar,51.0
2001-03-24,Cyprus,Republic of Ireland,Republic of Ireland,42.0
2001-03-24,Hungary,Lithuania,Hungary,70.0
2001-03-24,Scotland,Belgium,Scotland,27.0
2001-03-24,Spain,Liechtenstein,Spain,55.0
2001-03-24,Turkey,Slovakia,Turkey,55.0
2001-03-25,Malaysia,Palestine,Palestine,29.0
2001-03-25,Malaysia,Palestine,Malaysia,62.0
2001-03-27,Colombia,Bolivia,Colombia,73.0
2001-03-28,Andorra,Republic of Ireland,Republic of Ireland,33.0
2001-03-28,Austria,Israel,Austria,42.0
2001-03-28,Bulgaria,Northern Ireland,Bulgaria,7.0
2001-03-28,Bulgaria,Northern Ireland,Northern Ireland,90.0
2001-03-28,Greece,Germany,Germany,25.0
2001-03-28,Poland,Armenia,Poland,15.0
2001-03-28,Portugal,Netherlands,Netherlands,18.0
2001-03-28,Portugal,Netherlands,Portugal,90.0
2001-03-28,Slovakia,Azerbaijan,Azerbaijan,3.0
2001-04-07,Fiji,American Samoa,Fiji,3.0
2001-04-11,Samoa,Fiji,Samoa,33.0
2001-04-14,American Samoa,Tonga,Tonga,71.0
2001-04-14,Iraq,Nepal,Iraq,6.0
2001-04-14,Iraq,Nepal,Iraq,20.0
2001-04-16,Iraq,Kazakhstan,Iraq,31.0
2001-04-16,Nepal,Macau,Nepal,74.0
2001-04-21,Kazakhstan,Nepal,Kazakhstan,69.0
2001-04-22,China,Maldives,China,74.0
2001-04-27,Taiwan,Turkmenistan,Turkmenistan,5.0
2001-04-27,Uzbekistan,Jordan,Uzbekistan,53.0
2001-04-30,Oman,Laos,Oman,23.0
2001-04-30,Oman,Laos,Oman,62.0
2001-04-30,Syria,Philippines,Syria,27.0
2001-04-30,Syria,Philippines,Syria,75.0
2001-05-03,Jordan,Taiwan,Jordan,49.0
2001-05-03,Turkmenistan,Uzbekistan,Uzbekistan,21.0
2001-05-04,Yemen,India,Yemen,13.0
2001-05-07,Jordan,Uzbekistan,Jordan,54.0
2001-05-07,Jordan,Uzbekistan,Uzbekistan,77.0
2001-05-07,Oman,Philippines,Oman,43.0
2001-05-13,Lebanon,Pakistan,Lebanon,51.0
2001-05-20,India,Brunei,India,35.0
2001-06-02,Croatia,San Marino,Croatia,54.0
2001-06-02,Finland,Germany,Germany,69.0
2001-06-02,North Macedonia,Moldova,North Macedonia,20.0
2001-06-02,Slovenia,Luxembourg,Slovenia,65.0
2001-06-06,Hungary,Georgia,Hungary,45.0
2001-06-06,San Marino,Belgium,Belgium,89.0
2001-06-06,Sweden,Moldova,Sweden,38.0
2001-06-06,Sweden,Moldova,Sweden,68.0
2001-06-06,Sweden,Moldova,Sweden,79.0
2001-06-13,Tahiti,Solomon Islands,Tahiti,25.0
2001-06-16,Trinidad and Tobago,Honduras,Honduras,13.0
2001-06-16,Trinidad and Tobago,Honduras,Honduras,86.0
2001-06-20,Honduras,Mexico,Honduras,64.0
2001-06-24,Australia,New Zealand,New Zealand,44.0
2001-07-01,Ivory Coast,Madagascar,Ivory Coast,40.0
2001-07-01,Uruguay,Brazil,Uruguay,33.0
2001-07-11,Colombia,Venezuela,Colombia,59.0
2001-07-17,Colombia,Chile,Colombia,10.0
2001-07-18,Brazil,Paraguay,Paraguay,11.0
2001-07-21,Algeria,Egypt,Egypt,60.0
2001-07-22,Uruguay,Costa Rica,Uruguay,61.0
2001-07-25,Mexico,Uruguay,Mexico,67.0
2001-08-14,Chile,Bolivia,Bolivia,19.0
2001-08-15,Ecuador,Argentina,Argentina,34.0
2001-08-17,United Arab Emirates,Uzbekistan,United Arab Emirates,33.0
2001-08-24,Iran,Saudi Arabia,Iran,54.0
2001-08-31,Oman,China,China,84.0
2001-09-01,Slovenia,Russia,Slovenia,90.0
2001-09-01,United States,Honduras,Honduras,53.0
2001-09-05,Costa Rica,United States,Costa Rica,40.0
2001-09-05,Czech Republic,Malta,Malta,22.0
2001-09-05,Mexico,Trinidad and Tobago,Mexico,25.0
2001-09-05,Mexico,Trinidad and Tobago,Mexico,86.0
2001-09-05,San Marino,Croatia,Croatia,48.0
2001-09-08,Uzbekistan,Oman,Uzbekistan,38.0
2001-09-28,Saudi Arabia,Iran,Saudi Arabia,20.0
2001-10-06,Malta,Northern Ireland,Northern Ireland,57.0
2001-10-06,Netherlands,Andorra,Netherlands,3.0
2001-10-06,Russia,Switzerland,Russia,14.0
2001-10-07,Bosnia and Herzegovina,Liechtenstein,Bosnia and Herzegovina,45.0
2001-10-07,Bosnia and Herzegovina,Liechtenstein,Bosnia and Herzegovina,82.0
2001-10-07,Paraguay,Argentina,Paraguay,51.0
2001-10-07,Sweden,Azerbaijan,Sweden,60.0
2001-10-07,United States,Jamaica,United States,81.0
2001-10-07,Uruguay,Colombia,Uruguay,34.0
2001-10-21,Saudi Arabia,Thailand,Saudi Arabia,66.0
2001-10-27,Israel,Austria,Israel,55.0
2001-11-07,Bolivia,Brazil,Bolivia,89.0
2001-11-07,Colombia,Chile,Colombia,67.0
2001-11-07,Ecuador,Uruguay,Uruguay,43.0
2001-11-08,Venezuela,Paraguay,Paraguay,28.0
2001-11-10,Republic of Ireland,Iran,Republic of Ireland,44.0
2001-11-11,Mexico,Honduras,Mexico,78.0
2001-11-14,Czech Republic,Belgium,Belgium,85.0
2001-11-14,Paraguay,Colombia,Colombia,34.0
2001-11-20,Australia,Uruguay,Australia,78.0
2002-01-21,United States,Cuba,United States,22.0
2002-01-29,DR Congo,Ivory Coast,DR Congo,81.0
2002-01-30,South Africa,Morocco,Morocco,77.0
2002-06-02,Paraguay,South Africa,South Africa,90.0
2002-06-02,Spain,Slovenia,Spain,87.0
2002-06-03,Brazil,Turkey,Brazil,87.0
2002-06-03,Croatia,Mexico,Mexico,60.0
2002-06-05,Russia,Tunisia,Russia,64.0
2002-06-06,Denmark,Senegal,Denmark,16.0
2002-06-07,Argentina,England,England,44.0
2002-06-07,Spain,Paraguay,Spain,83.0
2002-06-07,Sweden,Nigeria,Sweden,63.0
2002-06-08,Brazil,China,Brazil,45.0
2002-06-11,Senegal,Uruguay,Senegal,20.0
2002-06-11,Senegal,Uruguay,Uruguay,88.0
2002-06-16,Spain,Republic of Ireland,Republic of Ireland,90.0
2002-07-07,New Zealand,Papua New Guinea,Papua New Guinea,35.0
2002-07-08,Australia,New Caledonia,Australia,56.0
2002-09-07,Armenia,Ukraine,Armenia,90.0
2002-09-07,Austria,Moldova,Austria,4.0
2002-09-07,Austria,Moldova,Austria,30.0
2002-10-12,Denmark,Luxembourg,Denmark,52.0
2002-10-12,Lithuania,Faroe Islands,Lithuania,23.0
2002-10-12,Moldova,Czech Republic,Czech Republic,69.0
2002-10-16,Germany,Faroe Islands,Germany,2.0
2002-10-16,Serbia,Finland,Serbia,84.0
2003-02-12,Serbia,Azerbaijan,Serbia,33.0
2003-03-29,France,Malta,France,57.0
2003-04-02,Croatia,Andorra,Croatia,10.0
2003-04-02,Czech Republic,Austria,Czech Republic,56.0
2003-04-02,England,Turkey,England,90.0
2003-04-02,Lithuania,Scotland,Lithuania,74.0
2003-04-02,Slovenia,Cyprus,Slovenia,38.0
2003-06-07,Bulgaria,Belgium,Bulgaria,71.0
2003-06-07,Malta,Cyprus,Cyprus,23.0
2003-06-07,North Macedonia,Liechtenstein,North Macedonia,39.0
2003-06-07,Switzerland,Russia,Russia,67.0
2003-06-07,Ukraine,Armenia,Armenia,15.0
2003-06-07,Ukraine,Armenia,Ukraine,65.0
2003-06-11,Azerbaijan,Serbia,Azerbaijan,88.0
2003-06-11,Czech Republic,Moldova,Czech Republic,73.0
2003-06-11,England,Slovakia,England,61.0
2003-06-11,Norway,Romania,Norway,78.0
2003-06-11,Switzerland,Albania,Albania,86.0
2003-06-18,France,Colombia,France,39.0
2003-06-19,Turkey,United States,Turkey,40.0
2003-06-20,France,Japan,France,43.0
2003-06-21,Cameroon,Turkey,Cameroon,90.0
2003-07-15,Brazil,Honduras,Honduras,90.0
2003-07-15,Guatemala,Jamaica,Jamaica,73.0
2003-07-17,Colombia,Guatemala,Guatemala,21.0
2003-07-19,Costa Rica,El Salvador,El Salvador,34.0
2003-07-19,Costa Rica,El Salvador,Costa Rica,68.0
2003-07-19,Costa Rica,El Salvador,Costa Rica,90.0
2003-07-23,United States,Brazil,Brazil,100.0
2003-09-06,Italy,Wales,Italy,76.0
2003-09-06,North Macedonia,England,England,63.0
2003-09-06,Sweden,San Marino,Sweden,66.0
2003-09-06,Sweden,San Marino,Sweden,81.0
2003-09-10,Bolivia,Colombia,Bolivia,11.0
2003-09-10,Czech Republic,Netherlands,Czech Republic,14.0
2003-09-10,Denmark,Romania,Denmark,35.0
2003-09-10,Germany,Scotland,Germany,50.0
2003-09-10,Israel,Malta,Malta,51.0
2003-09-10,Moldova,Belarus,Belarus,90.0
2003-10-11,Equatorial Guinea,Togo,Equatorial Guinea,25.0
2003-10-11,Greece,Northern Ireland,Greece,69.0
2003-10-11,Netherlands,Moldova,Netherlands,73.0
2003-10-11,Wales,Serbia,Wales,26.0
2003-10-12,Congo,Sierra Leone,Congo,89.0
2003-10-12,Ethiopia,Malawi,Ethiopia,81.0
2003-11-14,Mali,Guinea-Bissau,Mali,84.0
2003-11-16,Benin,Madagascar,Benin,33.0
2003-11-16,Peru,Brazil,Brazil,20.0
2004-01-29,Cameroon,Zimbabwe,Zimbabwe,47.0
2004-01-31,Nigeria,South Africa,Nigeria,64.0
2004-02-04,Morocco,South Africa,Morocco,38.0
2004-02-11,Tunisia,Nigeria,Nigeria,67.0
2004-02-11,Tunisia,Nigeria,Tunisia,82.0
2004-02-18,Iran,Qatar,Iran,62.0
2004-02-18,Vietnam,Maldives,Vietnam,80.0
2004-02-21,Turks and Caicos Islands,Haiti,Haiti,10.0
2004-02-28,Aruba,Suriname,Suriname,54.0
2004-03-21,Dominican Republic,Anguilla,Dominican Republic,61.0
2004-03-28,Saint Lucia,British Virgin Islands,Saint Lucia,13.0
2004-05-10,Samoa,American Samoa,Samoa,66.0
2004-05-12,American Samoa,Vanuatu,Vanuatu,30.0
2004-05-29,Vanuatu,Solomon Islands,Solomon Islands,51.0
2004-06-02,Brazil,Argentina,Brazil,16.0
2004-06-02,Brazil,Argentina,Brazil,67.0
2004-06-02,Brazil,Argentina,Brazil,90.0
2004-06-06,Chile,Brazil,Chile,89.0
2004-06-06,Ivory Coast,Libya,Ivory Coast,63.0
2004-06-12,Cuba,Costa Rica,Cuba,24.0
2004-06-12,Portugal,Greece,Greece,51.0
2004-06-13,France,England,France,90.0
2004-06-14,Sweden,Bulgaria,Sweden,78.0
2004-06-17,Croatia,France,Croatia,48.0
2004-06-20,Bermuda,El Salvador,Bermuda,4.0
2004-06-20,Bermuda,El Salvador,El Salvador,41.0
2004-06-20,DR Congo,Burkina Faso,DR Congo,88.0
2004-06-20,Grenada,United States,Grenada,12.0
2004-06-22,Denmark,Sweden,Sweden,47.0
2004-06-22,Italy,Bulgaria,Bulgaria,45.0
2004-06-23,Netherlands,Latvia,Netherlands,27.0
2004-07-04,Benin,Egypt,Benin,8.0
2004-07-06,Peru,Bolivia,Peru,67.0
2004-07-06,Venezuela,Colombia,Colombia,21.0
2004-07-07,Argentina,Ecuador,Argentina,5.0
2004-07-08,Costa Rica,Paraguay,Paraguay,85.0
2004-07-13,Argentina,Uruguay,Argentina,19.0
2004-07-13,Mexico,Ecuador,Mexico,23.0
2004-07-17,China,Bahrain,China,58.0
2004-07-18,Mexico,Brazil,Brazil,26.0
2004-07-18,Paraguay,Uruguay,Uruguay,40.0
2004-07-18,Saudi Arabia,Turkmenistan,Saudi Arabia,9.0
2004-07-19,Kuwait,United Arab Emirates,Kuwait,39.0
2004-07-20,Iran,Thailand,Iran,86.0
2004-07-21,Bahrain,Qatar,Qatar,59.0
2004-07-24,Colombia,Uruguay,Colombia,70.0
2004-07-25,Argentina,Brazil,Argentina,20.0
2004-07-30,China,Iraq,China,81.0
2004-07-30,China,Iraq,China,90.0
2004-08-06,Iran,Bahrain,Iran,80.0
2004-08-18,El Salvador,Panama,El Salvador,45.0
2004-09-04,Canada,Honduras,Honduras,88.0
2004-09-04,Iceland,Bulgaria,Iceland,51.0
2004-09-04,Kenya,Malawi,Malawi,90.0
2004-09-05,Brazil,Bolivia,Brazil,12.0
2004-09-05,Ghana,Cape Verde,Ghana,24.0
2004-09-05,Ivory Coast,Sudan,Ivory Coast,12.0
2004-09-05,Zimbabwe,Nigeria,Nigeria,48.0
2004-09-08,Andorra,Romania,Andorra,28.0
2004-09-08,Luxembourg,Latvia,Latvia,40.0
2004-10-09,Argentina,Uruguay,Uruguay,86.0
2004-10-09,Croatia,Bulgaria,Croatia,31.0
2004-10-09,Scotland,Norway,Norway,54.0
2004-10-10,Trinidad and Tobago,Saint Kitts and Nevis,Saint Kitts and Nevis,43.0
2004-10-10,Uganda,South Africa,South Africa,68.0
2004-10-13,Denmark,Turkey,Denmark,27.0
2004-10-13,Italy,Belarus,Italy,26.0
2004-10-13,Luxembourg,Liechtenstein,Liechtenstein,57.0
2004-10-13,Paraguay,Peru,Peru,74.0
2004-10-13,Republic of Ireland,Faroe Islands,Republic of Ireland,14.0
2004-10-14,Venezuela,Ecuador,Venezuela,20.0
2004-10-14,Venezuela,Ecuador,Ecuador,41.0
2004-11-17,Kenya,Guinea,Guinea,19.0
2004-11-17,Mexico,Saint Kitts and Nevis,Mexico,10.0
2004-11-17,Russia,Estonia,Russia,67.0
2004-11-17,Saudi Arabia,Sri Lanka,Saudi Arabia,45.0
2004-11-17,United States,Jamaica,Jamaica,28.0
2005-02-09,Greece,Denmark,Greece,32.0
2005-03-25,Saudi Arabia,Korea Republic,Saudi Arabia,73.0
2005-03-26,Bulgaria,Sweden,Sweden,90.0
2005-03-26,Costa Rica,Panama,Costa Rica,40.0
2005-03-26,Costa Rica,Panama,Panama,58.0
2005-03-26,Senegal,Liberia,Senegal,45.0
2005-03-26,South Africa,Uganda,South Africa,21.0
2005-03-26,South Africa,Uganda,Uganda,63.0
2005-03-26,Tunisia,Malawi,Tunisia,60.0
2005-03-26,Turkey,Albania,Turkey,3.0
2005-03-27,Ecuador,Paraguay,Paraguay,10.0
2005-03-27,Ecuador,Paraguay,Ecuador,77.0
2005-03-30,Andorra,Czech Republic,Czech Republic,31.0
2005-03-30,Andorra,Czech Republic,Czech Republic,90.0
2005-03-30,Latvia,Luxembourg,Latvia,38.0
2005-03-30,San Marino,Belgium,Belgium,18.0
2005-03-30,Slovakia,Portugal,Slovakia,8.0
2005-06-04,Armenia,North Macedonia,North Macedonia,29.0
2005-06-04,Chile,Bolivia,Bolivia,83.0
2005-06-04,Russia,Latvia,Russia,78.0
2005-06-05,Brazil,Paraguay,Brazil,32.0
2005-06-05,Brazil,Paraguay,Brazil,41.0
2005-06-05,DR Congo,Uganda,DR Congo,69.0
2005-06-05,Mali,Liberia,Mali,7.0
2005-06-05,Mali,Liberia,Mali,48.0
2005-06-08,Kuwait,Korea Republic,Korea Republic,29.0
2005-06-11,Tunisia,Guinea,Tunisia,36.0
2005-06-15,Argentina,Tunisia,Argentina,33.0
2005-06-15,Argentina,Tunisia,Tunisia,72.0
2005-06-15,Germany,Australia,Germany,60.0
2005-06-18,Australia,Argentina,Argentina,31.0
2005-06-18,Australia,Argentina,Australia,61.0
2005-06-18,Germany,Tunisia,Germany,74.0
2005-06-25,Germany,Brazil,Brazil,43.0
2005-06-25,Germany,Brazil,Germany,45.0
2005-07-07,Canada,Costa Rica,Costa Rica,30.0
2005-07-08,Guatemala,Jamaica,Guatemala,11.0
2005-07-08,Guatemala,Jamaica,Jamaica,45.0
2005-07-09,Costa Rica,Cuba,Costa Rica,81.0
2005-07-09,Costa Rica,Cuba,Costa Rica,85.0
2005-07-10,Honduras,Colombia,Colombia,30.0
2005-08-17,Faroe Islands,Cyprus,Cyprus,77.0
2005-08-17,Japan,Iran,Iran,79.0
2005-08-17,Uzbekistan,Kuwait,Uzbekistan,41.0
2005-09-04,Algeria,Nigeria,Nigeria,20.0
2005-09-06,Solomon Islands,Australia,Solomon Islands,49.0
2005-09-07,Belgium,San Marino,Belgium,34.0
2005-09-07,Poland,Wales,Poland,54.0
2005-10-08,England,Austria,England,24.0
2005-10-08,Finland,Romania,Romania,41.0
2005-10-08,Nigeria,Zimbabwe,Nigeria,75.0
2005-10-08,Nigeria,Zimbabwe,Nigeria,80.0
2005-10-08,Russia,Luxembourg,Luxembourg,52.0
2005-10-08,Tunisia,Morocco,Tunisia,18.0
2005-10-08,Uganda,Burkina Faso,Uganda,30.0
2005-10-09,Argentina,Peru,Argentina,81.0
2005-10-12,San Marino,Spain,Spain,89.0
2005-11-12,Spain,Slovakia,Spain,65.0
2005-11-16,Turkey,Switzerland,Switzerland,2.0
2005-11-16,Turkey,Switzerland,Turkey,52.0
2006-01-21,Cameroon,Angola,Angola,31.0
2006-01-21,Morocco,Ivory Coast,Ivory Coast,39.0
2006-01-26,Zambia,Guinea,Guinea,73.0
2006-02-03,Egypt,DR Congo,Egypt,33.0
2006-02-07,Egypt,Senegal,Egypt,37.0
2006-06-14,Spain,Ukraine,Spain,48.0
2006-06-17,Portugal,Iran,Portugal,80.0
2006-06-19,Spain,Tunisia,Spain,90.0
2006-06-21,Ivory Coast,Serbia,Ivory Coast,37.0
2006-06-21,Ivory Coast,Serbia,Ivory Coast,86.0
2006-06-21,Portugal,Mexico,Portugal,24.0
2006-06-22,Croatia,Australia,Australia,38.0
2006-06-22,Ghana,United States,Ghana,45.0
2006-06-23,Ukraine,Tunisia,Ukraine,70.0
2006-06-26,Italy,Australia,Italy,90.0
2006-06-27,Spain,France,Spain,28.0
2006-07-05,Portugal,France,France,33.0
2006-07-09,Italy,France,France,7.0
2006-08-16,Faroe Islands,Georgia,Georgia,51.0
2006-09-02,Belarus,Albania,Albania,7.0
2006-09-02,Hungary,Norway,Hungary,90.0
2006-09-02,Poland,Finland,Finland,76.0
2006-09-02,Scotland,Faroe Islands,Scotland,24.0
2006-09-02,Scotland,Faroe Islands,Scotland,30.0
2006-09-06,Albania,Romania,Romania,75.0
2006-09-06,Bosnia and Herzegovina,Hungary,Hungary,36.0
2006-09-06,Bosnia and Herzegovina,Hungary,Bosnia and Herzegovina,64.0
2006-09-06,Israel,Andorra,Israel,43.0
2006-09-06,San Marino,Germany,Germany,90.0
2006-10-07,Cyprus,Republic of Ireland,Cyprus,50.0
2006-10-07,Italy,Ukraine,Italy,71.0
2006-10-07,Moldova,Bosnia and Herzegovina,Moldova,32.0
2006-10-11,Belgium,Azerbaijan,Belgium,24.0
2006-10-11,Bosnia and Herzegovina,Greece,Greece,8.0
2006-10-11,Serbia,Armenia,Serbia,54.0
2006-10-11,Turkey,Moldova,Turkey,37.0
2006-10-11,Ukraine,Scotland,Ukraine,90.0
2006-11-15,Israel,Croatia,Croatia,35.0
2006-11-15,Republic of Ireland,San Marino,Republic of Ireland,58.0
2007-03-24,Norway,Bosnia and Herzegovina,Norway,50.0
2007-03-28,Georgia,Faroe Islands,Georgia,90.0
2007-03-28,Malta,Greece,Greece,66.0
2007-03-28,Wales,San Marino,Wales,63.0
2007-06-02,Germany,San Marino,Germany,56.0
2007-06-02,Kazakhstan,Armenia,Armenia,39.0
2007-06-02,Kazakhstan,Armenia,Kazakhstan,88.0
2007-06-06,Bulgaria,Belarus,Belarus,5.0
2007-06-06,Guadeloupe,Haiti,Haiti,36.0
2007-06-10,Honduras,Mexico,Mexico,29.0
2007-06-11,Haiti,Canada,Canada,35.0
2007-06-12,United States,El Salvador,United States,45.0
2007-06-13,Cuba,Honduras,Honduras,90.0
2007-06-16,United States,Panama,United States,60.0
2007-06-21,United States,Canada,United States,45.0
2007-06-24,United States,Mexico,United States,62.0
2007-06-28,Argentina,United States,United States,9.0
2007-07-01,Brazil,Chile,Brazil,36.0
2007-07-02,Argentina,Colombia,Argentina,20.0
2007-07-04,Brazil,Ecuador,Brazil,56.0
2007-07-07,Thailand,Iraq,Thailand,6.0
2007-07-08,Mexico,Paraguay,Mexico,5.0
2007-07-08,Mexico,Paraguay,Mexico,87.0
2007-07-11,Mexico,Argentina,Argentina,65.0
2007-07-11,Korea Republic,Saudi Arabia,Saudi Arabia,77.0
2007-07-13,United Arab Emirates,Japan,Japan,42.0
2007-07-14,Malaysia,Uzbekistan,Uzbekistan,45.0
2007-07-14,Mexico,Uruguay,Mexico,36.0
2007-07-16,Qatar,United Arab Emirates,Qatar,42.0
2007-07-18,Malaysia,Iran,Iran,29.0
2007-09-08,Belarus,Romania,Romania,77.0
2007-09-08,Hungary,Bosnia and Herzegovina,Hungary,39.0
2007-09-08,Scotland,Lithuania,Lithuania,61.0
2007-09-12,Bulgaria,Luxembourg,Bulgaria,54.0
2007-09-12,Iceland,Northern Ireland,Northern Ireland,72.0
2007-09-12,Kazakhstan,Belgium,Kazakhstan,77.0
2007-09-12,Slovenia,Belarus,Slovenia,3.0
2007-10-08,Bangladesh,Tajikistan,Tajikistan,58.0
2007-10-08,Oman,Nepal,Oman,21.0
2007-10-08,Syria,Afghanistan,Syria,81.0
2007-10-08,Syria,Afghanistan,Syria,87.0
2007-10-08,Thailand,Macau,Thailand,55.0
2007-10-13,Slovakia,San Marino,Slovakia,76.0
2007-10-14,Madagascar,Comoros,Madagascar,49.0
2007-10-14,Madagascar,Comoros,Comoros,53.0
2007-10-17,Denmark,Latvia,Denmark,7.0
2007-10-17,Malta,Moldova,Moldova,24.0
2007-10-17,Malta,Moldova,Malta,84.0
2007-10-17,Russia,England,Russia,69.0
2007-10-21,Bahrain,Malaysia,Bahrain,90.0
2007-10-28,Jordan,Kyrgyzstan,Jordan,51.0
2007-10-28,Myanmar,China,China,39.0
2007-10-28,Tajikistan,Bangladesh,Tajikistan,76.0
2007-10-28,United Arab Emirates,Vietnam,United Arab Emirates,90.0
2007-10-30,India,Lebanon,Lebanon,72.0
2007-11-17,Albania,Belarus,Belarus,63.0
2007-11-17,Wales,Republic of Ireland,Wales,89.0
2007-11-18,Syria,Indonesia,Syria,81.0
2007-11-18,Uruguay,Chile,Chile,70.0
2007-11-21,England,Croatia,England,56.0
2007-11-21,Hungary,Greece,Greece,59.0
2007-11-21,Malta,Norway,Norway,27.0
2007-11-21,New Caledonia,Fiji,New Caledonia,29.0
